"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"link";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"59";"DF";"Companhia de Saneamento Ambiental do Distrito Federal S.A - CAESB";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1577054088,55;199146031,73;"SIM";"SIM";"SIM";"671092.89000000001";"Sim";2212;237671874,31;770974403,59;0;0;0;1626639,87;15673253,07;"https://www.caesb.df.gov.br/empresa/governanca-corporativa/balancos-e-relatorios/relatorio-anual-da-administracao.html.";"Distrito Federal";"Centro-oeste";TRUE;FALSE;-1626639,87
"60";"DF";"Centrais de Abastecimento do Distrito Federal S.A - CEASA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";57537878,85;-2804538,65;"SIM";"SIM";"NÃO";"30524.080000000002";"Não";58;5522454,13;9858892,87;0;0;0;0;0;"http://www.ceasa.df.gov.br/acoes-e-programas/";"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"61";"DF";"PROFLORA - Florestamento e Reflorestamento S.A";"EM LIQUIDAÇÃO";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24042145,59;-1549715,78;"SIM";"SIM";"NÃO";"165657.31";"Não";14;0;1490786;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"62";"DF";"Companhia Imobiliária de Brasília S.A - TERRACAP";"ATIVA";"DESENVOLVIMENTO REGIONAL";"EMPRESA PÚBLICA";"Não Dependente";2920733695;-55081195;"SIM";"SIM";"SIM";"613194.20999999996";"Não";627;109465391,1;240132248,16;0;0;0;0;0;"https://www.terracap.df.gov.br/index.php/acesso-informacao/normas-manuais-e-politicas";"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"63";"DF";"Empresa de Assistência Técnica e Extensão Rural do DF - EMATER";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-17709661,3;-1153541,45;"SIM";"SIM";"SIM";"484650.32000000001";"Não";366;989518,17;101987245,9;0;123614213,37;0;0;0;"http://www.emater.df.gov.br/governanca-corporativa/.";"Distrito Federal";"Centro-oeste";TRUE;FALSE;-123614213,37
"64";"DF";"Cartão BRB S.A";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";549606408,25;130346266,18;"SIM";"SIM";"NÃO";"465664.40999999997";"Sim";197;63844293,48;34178932,77;83658244,81;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;83658244,81
"65";"DF";"Instituto BRB de Desenvolvimento Humano e Responsabilidade Socioambiental";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";7139170;2523638;"SIM";"SIM";"NÃO";"0";"Não";0;0;0;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"66";"DF";"CEB Lajeado S.A";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";320815497,79;60005673,14;"SIM";"SIM";"SIM";"536204.19999999995";"Não";23;72165;3990388,9;0;0;0;0;0;"http://www.ceb.com.br/index.php/institucional-ceb-separator/ceb-lajeado-s-a";"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"67";"DF";"CEB Participações S.A";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";33090654,99;15331278,42;"NÃO";"SIM";"NÃO";"395710.53000000003";"Não";0;29879,14;90222,11;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"68";"DF";"CEB Geração S.A";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";21791104,94;4272769,34;"NÃO";"SIM";"SIM";"402163.77000000002";"Não";14;2422590,9;3259282,72;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"69";"DF";"Companhia Brasiliense de Gás S.A - CEB-GÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";711404,2;-429861,8;"SIM";"SIM";"NÃO";"124147.74000000001";"Não";3;0;342148,84;0;0;0;68000;67150;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-68000
"70";"DF";"Companhia de Desenvolvimento Habitacional do Distrito Federal - CODHAB";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Dependente";112193449,3;-21429838,32;"SIM";"SIM";"SIM";"253560";"Não";204;13926971,93;17811238,63;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"71";"DF";"BRB Serviços S.A";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";11409762;3195792;"SIM";"SIM";"NÃO";"442105.67999999999";"Não";0;539184;39379693;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"72";"DF";"DF Gestão de Ativos S.A";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";491297,45;-325269,9;"SIM";"SIM";"NÃO";"0";"Não";0;0;307341,67;0;0;0;0;1043800;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"73";"DF";"BIOTIC S.A";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Não Dependente";6659366,83;-268200,48;"SIM";"SIM";"SIM";"211861.85999999999";"Não";0;935748,75;2362041;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"74";"DF";"BRB Crédito, Financeira e Investimentos S.A";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";279615136,23;84020098,99;"SIM";"SIM";"SIM";"496083.70000000001";"Sim";54;0;31719169,01;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"75";"DF";"BRB Distribuidora de Títulos Mobiliários S.A";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";48280892;-143216;"SIM";"SIM";"SIM";"471709.23999999999";"Sim";29;0;1406933;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"76";"DF";"Companhia do Metropolitano do Distrito Federal - METRÔ/DF";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";1880844694,12;-83595341,5;"SIM";"SIM";"NÃO";"559888.68999999994";"Não";125;13415284,01;232953891,57;0;275133296,95;211784983,46;11331778,97;17151028,28;"http://www.metro.df.gov.br/?page_id=37077";"Distrito Federal";"Centro-oeste";FALSE;FALSE;-286465075,92
"77";"DF";"CEB Iluminação Pública e Serviços S.A";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";100062,63;0;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;0;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"78";"DF";"BRB Administradora e Corretora de Seguros S.A";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";101599697,15;84986097;"SIM";"SIM";"NÃO";"527836.58999999997";"Sim";280;0;35831011,52;0;0;0;0;0;NA;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"79";"ES";"CEASA CENTRAIS DE ABASTECIMENTO DO ESPIRITO SANTO SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";9143095,69;87963,08;"SIM";"SIM";"NÃO";"87516.210000000006";"Não";176;0;4366520;0;0;0;0;0;"https://ceasa.es.gov.br/Media/ceasa/Camille/CARTA%20ANUAL%20DE%20POL%C3%8DTICAS%20P%C3%9ABLICAS%20E%20GOVERNAN%C3%87A%20CORPORATIVA.pdf";"Espiríto Santo";"Sudeste";FALSE;FALSE;0
"80";"ES";"BANESTES BANCO DO ESTADO ESPIRITO SANTO";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1713900000;231797000;"SIM";"SIM";"SIM";"478309.70000000001";"Sim";2035;50103000;370874000;36608651,4;0;0;0;0;"https://banestes.com.br/ri/ri_infoFinanceira_cartaAnual.html";"Espiríto Santo";"Sudeste";TRUE;FALSE;36608651,4
"81";"ES";"COHAB CONPANHIA DE HABITAÇÃO E URBANIZAÇÃO DO ESPIRITO SANTO- EM LIQUIDAÇÃO";"EM LIQUIDAÇÃO";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";14995000;-82000;"NÃO";"SIM";"NÃO";"82524";"Não";22;0;1613550,33;0;2758000;1857000;0;0;NA;"Espiríto Santo";"Sudeste";FALSE;FALSE;-2758000
"82";"ES";"BANDES BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";269628000;28292000;"SIM";"SIM";"SIM";"263768.46999999997";"Sim";170;13643000;43678000;0;0;0;20148517,23;117710000;"https://www.bandes.com.br/Site/Dinamico/Show/933/Governanca-Corporativa";"Espiríto Santo";"Sudeste";TRUE;FALSE;-20148517,23
"83";"ES";"CESAN COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2885480000;187898000;"SIM";"SIM";"SIM";"536243.53000000003";"Sim";1378;2,65e+08;94395000;0;0;0;75115173,89;45228437,74;"https://www.cesan.com.br/wp-content/uploads/2021/03/Carta-Anual-de-Pol%C3%ADticasP%C3%BAblicas-VF-CA-mar2021-1.pdf";"Espiríto Santo";"Sudeste";TRUE;FALSE;-75115173,89
"84";"ES";"CETURB COMPANHIA ESTADUALDE TRANSPORTE COLETIVO DE PASSAGEIROS DO ESPIRITO SANTO";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";10427942,68;-56887835,05;"SIM";"SIM";"NÃO";"202187.84";"Não";190;0;13765850,04;0;0;0;0;2361161,47;NA;"Espiríto Santo";"Sudeste";FALSE;FALSE;0
"85";"ES";"ES GAS COMPANHIA DE GAS DO ESPIRITO SANTO";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";651119000;20177000;"SIM";"SIM";"SIM";"339312.5";"Não";129;632054000;3780000;0;0;0;2,3e+08;2550000;NA;"Espiríto Santo";"Sudeste";TRUE;FALSE;-2,3e+08
"86";"GO";"Centrais de Abastecimento de Goiás S/A - CEASA/GO";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";14946405,77;330914,33;"SIM";"SIM";"NÃO";"345065.44";"Não";94;309205,4;10888919,38;0;0;0;0;0;"https://www.ceasa.go.gov.br/acesso-a-informacao/2-institucional/898-governanca.html";"Goiás";"Centro-oeste";FALSE;FALSE;0
"87";"GO";"Agência Goiana de Habitação - AGEHAB";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";10087082,92;-963434,39;"SIM";"SIM";"NÃO";"374041.52000000002";"Não";181;6823,48;27273924,05;0;28495045,4;0;0;35737655,41;"https://www.agehab.go.gov.br/acesso-a-informacao/2-institucional/2969-carta-anual-de-governan%C3%A7a-corporativa.html";"Goiás";"Centro-oeste";FALSE;FALSE;-28495045,4
"88";"GO";"Companhia de Desenvolvimento Econômico de Goiás - CODEGO";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";149704926,88;7452052,38;"SIM";"SIM";"NÃO";"241163.03";"Não";341;158143;20477259,36;0;0;0;15980575,4;0;"http://www.codego.com.br/docs/Carta%20Anual%20Politicas.pdf";"Goiás";"Centro-oeste";FALSE;FALSE;-15980575,4
"89";"GO";"Metais de Goiás S/A - METAGO";"EM LIQUIDAÇÃO";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";22955400,34;555034,95;"NÃO";"SIM";"NÃO";"12000";"Não";0;0;65499,07;0;44130;63870;0;0;NA;"Goiás";"Centro-oeste";FALSE;FALSE;-44130
"90";"GO";"Indústria Química do Estado de Goiás S/A - IQUEGO";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";3297130,55;-20625508,02;"SIM";"SIM";"SIM";"284070.02000000002";"Não";45;0;9932191,12;0;1503000;0;0;11400905,48;NA;"Goiás";"Centro-oeste";TRUE;FALSE;-1503000
"91";"GO";"Companhia de Armazéns e Silos do Estado de Goiás S/A - CASEGO";"EM LIQUIDAÇÃO";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";30547136,75;7359102,44;"NÃO";"SIM";"NÃO";"12000";"Não";0;0;43200;0;44020;75991,39;0;0;NA;"Goiás";"Centro-oeste";FALSE;FALSE;-44020
"92";"GO";"Caixa Econômica do Estado de Goiás - CAIXEGO";"EM LIQUIDAÇÃO";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";-425197217,7;0;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;0;0;0;0;0;0;NA;"Goiás";"Centro-oeste";FALSE;FALSE;0
"93";"GO";"Saneamento de Goiás S/A - SANEAGO";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";3077632;336346;"SIM";"SIM";"SIM";"714691.19999999995";"Sim";5831;259213;1025045;50089286,78;0;0;0;0;NA;"Goiás";"Centro-oeste";TRUE;FALSE;50089286,78
"94";"GO";"Empresa de Assistência Técnica. Extensão Rural e Pesquisa Agropecuária do Estado de Goiás - EMATER";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";50635594,06;-3830257,11;"NÃO";"SIM";"NÃO";"12000";"Não";0;0;43200;0;44130;63870;0;0;NA;"Goiás";"Centro-oeste";FALSE;FALSE;-44130
"95";"GO";"Metrobus Transporte Coletivo S/A - METROBUS";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-2106100;16977000;"SIM";"SIM";"NÃO";"204535.39999999999";"Não";394;2637823,37;40235309,72;0;17400000;0;0;4546337,51;NA;"Goiás";"Centro-oeste";FALSE;FALSE;-17400000
"96";"GO";"Agência de Fomento de Goiás S/A - GOASFOMENTO";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";197724792,74;2384927,11;"SIM";"SIM";"NÃO";"328917.91999999998";"Sim";124;0;21841482,9;0;0;0;0;0;"https://www.goiasfomento.com/acesso-a-informacao/carta-anual-de-governanca-corporativa-2019/";"Goiás";"Centro-oeste";FALSE;FALSE;0
"97";"GO";"Agência Goiana de Gás Canalizado S/A - GOIASGÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";511464,88;-495615,63;"SIM";"SIM";"NÃO";"10450";"Não";1;6516,95;235775,27;0;0;0;0;0;NA;"Goiás";"Centro-oeste";FALSE;FALSE;0
"98";"GO";"CELG Geração e Transmissão S/A - CELG G T";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1313388560,02;165642720,99;"NÃO";"SIM";"SIM";"473446.78999999998";"Não";185;57064524,26;42180071,54;0;0;0;0;0;"https://celggt.com/AcessoItem.aspx?39";"Goiás";"Centro-oeste";FALSE;FALSE;0
"99";"GO";"Companhia de Investimento e Parcerias do Estado de Goiás - GOIASPARCERIA";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";234758796,08;2786417,67;"SIM";"SIM";"NÃO";"242813.34";"Não";23;0;3937211,64;0;0;0;0;0;"https://www.goiasparcerias.go.gov.br/acesso-a-informacao.html?view=article&id=119&catid=2";"Goiás";"Centro-oeste";FALSE;FALSE;0
"100";"GO";"Companhia CELG de Participações - CELGPAR";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1418780881,16;166436072,88;"SIM";"SIM";"SIM";"0";"Não";0;9e+06;4466918,87;71025914,85;0;0;0;0;"http://celgpar.celggt.com/AcessoItem.aspx?100";"Goiás";"Centro-oeste";TRUE;FALSE;71025914,85
"101";"GO";"Goiás Telecomunicações S/A - GOIAS TELECOM";"ATIVA";"COMUNICAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";368533,34;-424415,2;"SIM";"SIM";"SIM";"240495";"Não";4;0;1293878,25;0;1466949,52;0;0;1350000;NA;"Goiás";"Centro-oeste";TRUE;FALSE;-1466949,52
"102";"GO";"Empresa Estadual de Processamento de Dados de Goiás - PRODAGO";"EM LIQUIDAÇÃO";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";376991050,6;-21142017,26;"NÃO";"SIM";"NÃO";"218239.17999999999";"Não";26;0;3354969,76;0;22074438,07;21585241,05;0;0;NA;"Goiás";"Centro-oeste";FALSE;FALSE;-22074438,07
"103";"MA";"Empresa Maranhense de Administração Portuária (EMAP)";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";534232019,78;30583558,7;"SIM";"SIM";"SIM";"744302.78000000003";"Sim";231;15759553,18;38608960,13;0;0;0;0;0;"https://www.portodoitaqui.ma.gov.br/emap/carta-anual";"Maranhão";"Nordeste";TRUE;FALSE;0
"104";"MA";"Companhia Maranhense de Gás (GASMAR)";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";13413000;15635422,38;"SIM";"SIM";"NÃO";"34926.129999999997";"Sim";27;108000;4493221,39;3411010,22;0;0;0;0;"https://www.gasmar.com.br/carta-anual-de-governanca";"Maranhão";"Nordeste";FALSE;FALSE;3411010,22
"105";"MA";"Maranhão Parcerias (MAPA)";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Dependente";6529022,58;-66336287,71;"SIM";"SIM";"NÃO";"390430.15999999997";"Não";583;0;44955487,67;0;0;56706094,12;0;0;"https://mapa.ma.gov.br/carta-anual/ ";"Maranhão";"Nordeste";FALSE;FALSE;0
"106";"MA";"Empresa Maranhense de Serviços Hospitalares (EMSERH)";"ATIVA";"SAÚDE";"EMPRESA PÚBLICA";"Dependente";261077448,12;204853267,4;"SIM";"SIM";"SIM";"19419.23";"Não";7845;0;188681931,35;0;0;0;0;0;NA;"Maranhão";"Nordeste";TRUE;FALSE;0
"107";"MA";"Companhia de Saneamento Ambiental do Maranhão (CAEMA)";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";810467761,3;-52843733,2;"SIM";"SIM";"SIM";"34578.120000000003";"Não";1930;25610929,07;271604214,31;0;0;0;100346304,26;8712434,28;"https://www.gasmar.com.br/carta-anual-de-governanca";"Maranhão";"Nordeste";TRUE;FALSE;-100346304,26
"108";"MG";"TREM METROPOLITANO DE BELO HORIZONTE S.A - METROMINAS";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";919059;-218917;"SIM";"SIM";"NÃO";"167228";"Não";1;0;167228;0;0;0;1042618;0;NA;"Minas gerais";"Sudeste";FALSE;FALSE;-1042618
"109";"MG";"CEMIG GERAÇÃO E TRANSMISSÃO S.A. - CEMIG GT";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";5842171000;1055535000;"SIM";"SIM";"SIM";"1209140.1799999999";"Sim";1270;4,14e+08;306535000;0;0;0;0;0;NA;"Minas gerais";"Sudeste";TRUE;FALSE;0
"110";"MG";"CEMIG DISTRIBUIÇÃO S.A. - CEMIG D";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";6021631000;1201554000;"SIM";"SIM";"SIM";"1027414.33";"Sim";4104;1,378e+09;885930000;0;0;0;0;0;NA;"Minas gerais";"Sudeste";TRUE;FALSE;0
"111";"MG";"COPASA SERVIÇOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS S/A - COPANOR";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";167256860,23;-7386217,04;"NÃO";"SIM";"NÃO";"96298.380000000005";"Não";466;22268101;19320660,79;0;0;0;0;0;NA;"Minas gerais";"Sudeste";FALSE;FALSE;0
"112";"MG";"COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS - PRODEMGE";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";72766739,01;723093,13;"SIM";"SIM";"SIM";"358455.16999999998";"Sim";1075;8259375,82;141054778,45;0;0;0;0;0;NA;"Minas gerais";"Sudeste";TRUE;FALSE;0
"113";"MG";"EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS - EPAMIG";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";6507089,8;3383372,5;"SIM";"SIM";"NÃO";"325784.10999999999";"Não";663;445573,94;88771944,31;0;91803198,73;97282763,64;0;0;NA;"Minas gerais";"Sudeste";FALSE;FALSE;-91803198,73
"114";"MG";"COMPANHIA ENERGÉTICA DE MINAS GERAIS - CEMIG (*)";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";17477348000;2865121000;"SIM";"SIM";"SIM";"1250606.1000000001";"Sim";5431;1,909e+09;1276076000;130243942,73;0;0;51111115;0;NA;"Minas gerais";"Sudeste";TRUE;FALSE;79132827,73
"115";"MG";"COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS - COHAB MINAS";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-64639793,2;-17036111,85;"SIM";"SIM";"NÃO";"379414.22999999998";"Não";187;16019,7;31007924,63;0;0;0;1,5e+07;0;NA;"Minas gerais";"Sudeste";FALSE;FALSE;-1,5e+07
"116";"MG";"COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA MG";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";6456612818,81;816477175;"SIM";"SIM";"SIM";"829685.56000000006";"Não";11859;547174689;1432792540,55;530397778,78;0;0;0;0;NA;"Minas gerais";"Sudeste";TRUE;FALSE;530397778,78
"117";"MG";"EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER-MG";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";59645214,54;3928208,49;"SIM";"SIM";"NÃO";"31336.029999999999";"Não";1892;5837178,74;269867454,57;0;217180006;200461600,51;0;0;NA;"Minas gerais";"Sudeste";FALSE;FALSE;-217180006
"118";"MG";"MINAS GERAIS PARTICIPAÇÕES S.A. - MGI";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";531355592,8;36555151,07;"SIM";"SIM";"SIM";"187847.72";"Não";72;2034190;13009008,89;0;0;0;32602752,82;75703449,86;NA;"Minas gerais";"Sudeste";TRUE;FALSE;-32602752,82
